33,1
30,2
54,3
39,4
19,5
64,6
19,7
7,8
81,9
52,10
9,11
74,12
77,13
52,14
53,15
22,16
50,17
50,18
9,19
70,20
66,21
60,22
10,23
64,24
54,25
17,26
60,27
96,28
19,29
9,30
81,31
76,32
76,33
14,34
10,35
54,36
57,37
87,38
14,39
38,40
56,41
12,42
64,43
33,44
38,45
96,46
17,47
52,48
17,49
23,50
81,51
61,52
48,53
76,54
65,55
5,56
89,57
9,58
38,59
53,60
87,61
14,62
9,63
9,64
57,65
96,66
59,67
64,68
14,69
64,70
12,71
92,72
74,73
60,74
35,75
5,76
63,77
12,78
100,79
53,80
77,81
88,82
9,83
61,84
81,85
51,86
59,87
17,88
7,89
22,90
86,91
33,92
94,93
10,94
75,95
77,96
87,97
22,98
89,99
19,100
33,101
57,102
59,103
12,104
9,105
7,106
68,107
94,108
86,109
46,110
68,111
17,112
55,113
7,114
55,115
48,116
51,117
86,118
30,119
35,120
23,121
79,122
19,123
52,124
74,125
30,126
51,127
22,128
52,129
42,130
66,131
70,132
70,133
23,134
48,135
92,136
55,137
22,138
12,139
55,140
89,141
46,142
37,143
76,144
55,145
88,146
52,147
14,148
39,149
86,150
57,151
55,152
59,153
23,154
76,155
34,156
86,157
5,158
94,159
74,160
92,161
61,162
65,163
76,164
79,165
54,166
87,167
89,168
92,169
74,170
95,171
50,172
37,173
55,174
22,175
34,176
76,177
94,178
52,179
24,180
53,181
22,182
51,183
55,184
86,185
77,186
23,187
75,188
60,189
5,190
81,191
89,192
52,193
5,194
86,195
35,196
42,197
59,198
24,199
81,200
64,81
22,54
30,114
51,100
56,126
53,187
35,51
57,53
70,182
10,100
9,60
76,22
30,94
10,191
76,174
30,60
75,77
75,23
87,132
92,73
94,91
55,118
10,162
86,133
79,167
66,189
56,149
59,126
38,181
60,56
50,69
9,12
10,42
51,1
42,168
5,36
12,110
81,57
74,102
66,57
59,50
50,156
17,156
14,82
48,138
59,84
38,8
64,12
33,95
14,54
64,89
33,52
38,173
88,189
46,80
64,99
38,124
37,12
12,3
59,127
88,113
10,106
61,118
57,31
14,21
37,26
100,196
23,106
34,113
75,20
100,110
66,194
54,11
30,64
61,57
22,72
51,82
56,28
66,74
75,139
95,52
87,76
94,114
63,155
59,138
76,67
39,60
7,31
75,183
17,45
88,107
37,56
42,189
79,2
89,138
63,110
10,32
53,166
39,31
89,145
51,59
81,184
87,140
79,73
35,190
37,17
64,79
81,84
35,96
76,123
42,150
24,36
96,4
66,130
48,94
70,163
7,34
54,40
30,131
12,35
92,53
95,199
61,146
94,179
34,61
88,34
100,60
92,99
51,156
70,34
76,128
17,158
7,135
74,92
61,117
46,4
35,143
77,42
79,127
96,189
60,140
48,181
14,67
22,155
54,181
33,82
95,75
53,16
34,10
48,186
89,64
50,113
79,186
79,169
35,67
51,172
24,79
7,92
68,139
10,188
76,39
51,6
61,161
10,7
5,58
77,84
12,16
51,170
56,35
34,115
56,37
51,80
30,167
50,187
95,192
55,98
5,105
38,137
65,189
81,181
59,195
9,145
19,105
53,44
5,129
22,160
79,132
88,180
23,21
50,61
100,46
37,6
96,44
89,176
66,44
87,21
56,154
17,159
76,118
87,39
75,155
9,65
50,189
88,97
7,161
9,128
14,92
42,172
23,118
37,130
51,42
89,193
54,87
39,127
54,4
46,136
42,141
60,9
94,137
68,142
38,176
9,117
54,185
19,104
10,6
39,190
9,66
81,175
70,180
94,75
81,196
34,196
64,133
50,99
38,54
19,145
50,63
70,173
88,137
81,91
24,40
50,192
100,3
70,14
68,40
51,93
42,161
42,83
61,104
74,111
24,1
95,37
68,12
57,33
50,3
88,123
79,170
94,66
89,157
33,18
66,109
39,45
64,44
12,169
76,41
70,29
63,162
95,140
74,99
92,112
39,80
42,4
56,200
100,184
39,67
65,135
66,82
50,49
87,111
5,193
63,40
95,170
86,145
53,93
59,10
66,106
76,158
96,195
35,5
52,136
24,175
33,162
51,161
86,128
7,188
68,62
39,48
92,108
12,147
57,61
